"Domaine","Zone","Quartier","Bloc","Ilot","Nom du secteur fonctionnel","Niveau d'urbanisme","Description","Code Secteur Fonctionnel Interministériel","Nom Long","Eléments justifiants la création du secteur","Couleur","Indice de confiance"
"DGDDI","Gestion de la traçabilité",,,,"Gestion de la traçabilité","Ilot",,"02F2-7996-588E-4E2A","Ministères::MEF::DGDDI::Gestion de la traçabilité",,"Bleu",
"DGDDI","Gestion de l'archivage",,,,"Gestion de l'archivage","Ilot",,"02F2-79A9-588E-4E88","Ministères::MEF::DGDDI::Gestion de l'archivage",,"Bleu",
"DGDDI","Geston des accès et des habilitations",,,,"Geston des accès et des habilitations","Bloc",,"02F2-79C6-588E-4EE6","Ministères::MEF::DGDDI::Geston des accès et des habilitations",,"Bleu",
"DGDDI","Géer les accès et habilitations",,,,"Géer les accès et habilitations","Ilot",,"02F2-7C4E-588E-5077","Ministères::MEF::DGDDI::Géer les accès et habilitations",,"Bleu",
"Echanges internes",,,,,"Echanges internes","Quartier",,"0857-0D23-58B0-6C0C","Ministères::MAA::Echanges internes",,"Bleu",
"MEN","Production de ressources numériques",,,,"Production de ressources numériques","Quartier",,"C8B9-D41D-594C-2349","Ministères::MENESR::MEN::Production de ressources numériques",,"Bleu",
"MEN","Identification, référencement et sélection des ressources numériques",,,,"Identification, référencement et sélection des ressources numériques","Quartier",,"C8B9-D560-594C-23D4","Ministères::MENESR::MEN::Identification, référencement et sélection des ressources numériques",,"Bleu",
"Approbations",,,,,"Approbations","Quartier","Dans le champ d'intervention de la DGAL, instruction des demandes d’agréments, autorisations, dérogations et habilitation à destination des établissements, Produits et Personnes._x000D_
L'instruction fait suite à une demande ou déclaration d'un Usager et concerne son activité. En fonction de la nature de l'activité et du type d'approbation demandée, une inspection peut être déclenchée._x000D_
Dans ce cas, c'est le rapport d'inspection, éventuellement complété par des résultats d'analyse de prélèvements, qui motiveront l'accord ou le refus d'agrément. Les agréments peuvent faire l'objet d'un renouvellement périodique enclenchant le même processus.","4004-4860-5A15-5B2C","Ministères::MAA::Approbations","Instruction technique DGAL/SDSSA/2016-355","Bleu",
"Agréments d'Etablissements",,,,,"Agréments d'Etablissements","Bloc","Un établissement est rattaché à un Usager. C'est lieu d'exploitation pouvant contenir une ou plusieurs Unités d'Activité. Ce sont les Unités d'Activités qui feront l'objet d'inspections sanitaires._x000D_
Ex : élevage, navire, restaurant, etc.","4004-48B6-5A15-5B6E","Ministères::MAA::Agréments d'Etablissements","Instruction technique DGAL/SDSSA/2016-355","Bleu",
"Dérogation",,,,,"Dérogation","Ilot","La dérogation est une autorisation donnée à un établissement, sous conditions, à déroger à un règlement.","4004-4933-5A15-5BAE","Ministères::MAA::Dérogation",,"Bleu",
"Agrément",,,,,"Agrément","Ilot","Agrément des établissements pour la vente, fabrication, transformation, manipulation,des produits phytosanitaire, ou d'origine animale ou végétale.","4004-494F-5A15-5BEA","Ministères::MAA::Agrément",,"Bleu",
"Habilitation pour détention animaux",,,,,"Habilitation pour détention animaux","Ilot","Habilitation pour détention de chiens dangereux et volailles","4004-4974-5A15-5C69","Ministères::MAA::Habilitation pour détention animaux",,"Bleu",
"Déclaration banque OGM",,,,,"Déclaration banque OGM","Ilot","_x000D_
Habilitations des établissements détenteurs d'OGM en milieu confiné à des fins de recherche","4004-4980-5A15-5CA5","Ministères::MAA::Déclaration banque OGM",,"Bleu",
"Certifications de produits",,,,,"Certifications de produits","Bloc","Les produits soumis à certification sont soit d'origine végétale, animale. Sont concernés également les produits phytosanitaires","4004-4AB0-5A15-5D45","Ministères::MAA::Certifications de produits","Instruction technique DGAL/SDASEI/2016-390 - NOTE DE SERVICE DGAL/SDASEI/N2009-8200","Bleu",
"Signalements & alertes",,,,,"Signalements & alertes","Quartier","Réception et validation des signalements, suivi  et gestion_x000D_
Analyse, synthèse et priorisation des informations, pilotage , coordination et projection de moyens","F890-FE4A-5A2F-3D84","Ministères::MAA::Signalements & alertes",,"Bleu",
"Risques sanitaires",,,,,"Risques sanitaires","Quartier","Traitements statistique et scientifique des données collectées pour les risques sanitaires concernant les domaines techniques de la DGAL, Animal, Végétal et Sécurité Sanitaire des Aliments.","F890-FE5E-5A2F-3DC0","Ministères::MAA::Risques sanitaires",,"Bleu",
"Réglementaire",,,,,"Réglementaire","Quartier","_x000D_
Élaboration des textes réglementaires et suivi de l’évolution de la réglementation","F890-FE6B-5A2F-3E03","Ministères::MAA::Réglementaire",,"Bleu",
"Programmations",,,,,"Programmations","Quartier","La programmation des activités de contrôles de DGAL s’appuie sur la stratégie sanitaire validée par le Directeur Général. Elle tient compte des différents Plans prédéfinis de contrôle et de surveillance, et des résultats des analyses de risques.","F890-FE95-5A2F-3E7B","Ministères::MAA::Programmations",,"Bleu",
"Interventions",,,,,"Interventions","Quartier","Regroupe les fonctions de contrôle réglementaire, la surveillance, les actions de sensibilisation et la gestion des prélèvements et analyses.","F890-FEA7-5A2F-3EB7","Ministères::MAA::Interventions",,"Bleu",
"Mesures et suites",,,,,"Mesures et suites","Quartier","Actions déclenchées suite à une inspection, les mesures sont déclinées en actions correctives, préventives et curatives. Les suites et consignations sont déclenchées à la constatation de non conformité ou de certains comportement. Elles sont administratives ou judiciaires.","F890-FEC1-5A2F-3EF3","Ministères::MAA::Mesures et suites",,"Bleu",
"Traçabilité",,,,,"Traçabilité","Quartier","Gestion de l'Identification des animaux et des végétaux. Vérification de leurs mouvements et devenir, traçabilité pour suivre un produit tout au long d’une chaîne de production du fournisseur de matière première jusqu’au consommateur final. ","F890-FED0-5A2F-3F2F","Ministères::MAA::Traçabilité",,"Bleu",
"Qualifications sanitaires",,,,,"Qualifications sanitaires","Quartier","Gestion des statuts sanitaires épidémiologiques des zones géographiques et des élevages","F890-FEF2-5A2F-3F6B","Ministères::MAA::Qualifications sanitaires",,"Bleu",
"Agrément pays tiers",,,,,"Agrément pays tiers","Ilot","Agrément pour l'exportation de produits phytosanitaires, ou d'origine animale ou végétale, à destination de pays hors UE","F890-199A-5A30-409C","Ministères::MAA::Agrément pays tiers","_x000D_
_x000D_
","Bleu",
"Certification de produits en mouvement",,,,,"Certification de produits en mouvement","Ilot","Comprend les passeports phytosanitaires européen et les laissez-passer intra Union Européenne._x000D_
-Passeport Phytosanitaire Européen_x000D_
-Laissez- Passer Sanitaire (mouvement national)_x000D_
-Attestation Sanitaire à Délivrance Anticipée (ASDA) . Document obligatoire devant accompagner chaque mouvement de bovin au niveau national. C'est une forme de délégation de certification, car elle atteste du statut sanitaire de l'établissement détenteur de l'animal.","F890-19DC-5A30-40DD","Ministères::MAA::Certification de produits en mouvement",,"Bleu",
"Certfications de Personnes",,,,,"Certfications de Personnes","Bloc","Attestation de qualification professionnelle et ou de compétence, autorisant le possesseur à exercer une activité précise","F890-1A10-5A30-411A","Ministères::MAA::Certfications de Personnes",,"Bleu",
"Certificat de capacité",,,,,"Certificat de capacité","Ilot","Le certificat de capacité est donné pour une activité précise, il atteste de la compétence d'une personne et donne autorisation à faire une activité.","F890-1A33-5A30-415B","Ministères::MAA::Certificat de capacité",,"Bleu",
"Habilitations et Mandats Personnes",,,,,"Habilitations et Mandats Personnes","Ilot","L'habilitation atteste de la qualification d'une personne à exercer une activité._x000D_
Le mandat donne pouvoir pour mener une action au nom de la DGAL. Exemple : Mandat vétérinaire","F890-1A5F-5A30-4197","Ministères::MAA::Habilitations et Mandats Personnes",,"Bleu",
"Collecte consolidée des signalements",,,,,"Collecte consolidée des signalements","Bloc","Assure la réception, qualification, classification des signalements pour analyse. Les signalements font l’objet d’une procédure de validation avant d’être éventuellement requalifiés en alerte.","F890-1B0A-5A30-41F7","Ministères::MAA::Collecte consolidée des signalements",,"Bleu",
"Qualification et traitement des alertes",,,,,"Qualification et traitement des alertes","Bloc","Assure le suivi du traitement des alertes par leur qualification et la coordination des plans d’action. L’alerte concerne peut concerner un produit, un établissement, une zone géographique. L’alerte est localisée au niveau d’un foyer. Le dispositif déclenche des actions correctives et/ou curatives. Des Inspections permettent de suivre l’évolution de la situation d’urgence. ","F890-1B20-5A30-4233","Ministères::MAA::Qualification et traitement des alertes",,"Bleu",
"Analyse scientifique et statistique des risques sanitaires",,,,,"Analyse scientifique et statistique des risques sanitaires","Bloc","Pour chaque domaine technique, santé végétale, santé animale, sécurité sanitaire des aliments. Collecte et valorisation de toutes données relatives aux suivis des évolutions épidémiologiques.","F890-1B6D-5A30-4276","Ministères::MAA::Analyse scientifique et statistique des risques sanitaires",,"Bleu",
"Prédictif et signaux faibles sanitaires",,,,,"Prédictif et signaux faibles sanitaires","Bloc","Pour chaque domaine technique, santé végétale, santé animale, sécurité sanitaire des aliments. Analyse rétrospective des scénarios d’évolution épidémiologique par le croisement de volumes importants de données permettant d’isoler des signaux faibles, potentiellement précurseurs de situation de crise sanitaire","F890-1B86-5A30-42B2","Ministères::MAA::Prédictif et signaux faibles sanitaires",,"Bleu",
"Veille réglementaire",,,,,"Veille réglementaire","Bloc","Étude de la réglementation existante tant nationale qu’internationale. Permet de valider l’adéquation des normes et règles en vigueurs.","F890-1BB7-5A30-42F2","Ministères::MAA::Veille réglementaire",,"Bleu",
"Rédaction réglementaire",,,,,"Rédaction réglementaire","Bloc","Instruction de la rédaction d’une nouvelle règle, ou de l’évolution d’une règle existante. Elle est matérialisée par un texte qui peut être, une loi, un décret, un règlement. Sa portée peut être nationale ou Internationale. En fonction du périmètre du texte réglementaire, les instances représentatives correspondantes sont impliquées, Assemblée Nationale, Commission Européenne, ONU.","F890-1BCA-5A30-432E","Ministères::MAA::Rédaction réglementaire",,"Bleu",
"Analyse de risques",,,,,"Analyse de risques","Bloc","Pour chaque domaine technique (animal, végétal, sécurité sanitaire des aliments), l’analyse de risque s’appuie sur les déclarations d’activité, les mouvements, les rapports d’inspection, les résultats des analyses suites à prélèvements. L’analyse de risque consistera, au regard des différentes variables, au calcul d’une note de risque.","F890-1C20-5A30-43B0","Ministères::MAA::Analyse de risques",,"Bleu",
"Définition des protocoles et méthodes",,,,,"Définition des protocoles et méthodes","Bloc","_x000D_
Élaboration des textes et référentiels techniques. Les protocoles sont des règles techniques d’inspection. Elles font l’objet d’une diffusion officielle et publique par le biais de notes ou instructions techniques. Les méthodes sont des modes opératoires d’observation. Les vade mecum, références techniques pour l’inspection sanitaire des végétaux, complètent ces deux référentiels. ","F890-1C33-5A30-43F3","Ministères::MAA::Définition des protocoles et méthodes",,"Bleu",
"Définition des objectifs par axe/zone",,,,,"Définition des objectifs par axe/zone","Bloc","Issue de l’analyse de risque, les axes sont analytiques (établissements, produits, personnes) et les zones sont géographiques.","F890-1C4C-5A30-442F","Ministères::MAA::Définition des objectifs par axe/zone",,"Bleu",
"Planification des interventions",,,,,"Planification des interventions","Bloc","Élaboration du planning des interventions, tenant compte des ressources humaines et matérielles.","F890-1C5C-5A30-446B","Ministères::MAA::Planification des interventions",,"Bleu",
"Gestion des délégations",,,,,"Gestion des délégations","Bloc","Certains types d’inspection sont réalisées par des délégataires.Ceux ci sont intégrés dans la planification des interventions. (Par exemple les vétérinaires) Les délégataires font l’objet d’Audit/Contrôle des services de la DGAL.","F890-1C69-5A30-44A7","Ministères::MAA::Gestion des délégations",,"Bleu",
"Préparation à l'urgence",,,,,"Préparation à l'urgence","Bloc","Coordination transverse des services de l’État pour la gestion de situation de crise sanitaire. Mobilisation et coordination des moyens matériels et humains.","F890-1C78-5A30-44E3","Ministères::MAA::Préparation à l'urgence",,"Bleu",
"Contrôle réglementaire",,,,,"Contrôle réglementaire","Bloc","Toutes les inspections visant à contrôler le respect de réglementation. Ces contrôles concernent toute la chaîne alimentaire, les établissements, les produits (végétaux et animaux) ainsi que les personnes. ","F890-1CA6-5A30-4523","Ministères::MAA::Contrôle réglementaire",,"Bleu",
